"date","event","rating","viewers","show","year","month"
1996-01-15,"WWF Monday Night RAW #142",2.4,0,"raw",1996,1
1996-01-08,"WWF Monday Night RAW #141",3,0,"raw",1996,1
1996-01-01,"WWF Monday Night RAW #140 - The RAW Bowl",2.6,0,"raw",1996,1
1995-12-18,"WWF Monday Night RAW #139",2.3,0,"raw",1995,12
1995-12-11,"WWF Monday Night RAW #138",2.5,0,"raw",1995,12
1995-12-04,"WWF Monday Night RAW #137",2.6,0,"raw",1995,12
1995-11-27,"WWF Monday Night RAW #136",2.3,0,"raw",1995,11
1995-11-20,"WWF Monday Night RAW #135",2.3,0,"raw",1995,11
1995-11-13,"WWF Monday Night RAW #134",2.6,0,"raw",1995,11
1995-11-06,"WWF Monday Night RAW #133",2.6,0,"raw",1995,11
1995-10-30,"WWF Monday Night RAW #132",2.1,0,"raw",1995,10
1995-10-23,"WWF Monday Night RAW #131",2.2,0,"raw",1995,10
1995-10-16,"WWF Monday Night RAW #130",2.6,0,"raw",1995,10
1995-10-09,"WWF Monday Night RAW #129",2.6,0,"raw",1995,10
1995-10-02,"WWF Monday Night RAW #128",2.5,0,"raw",1995,10
1995-09-25,"WWF Monday Night RAW #127",1.9,0,"raw",1995,9
1995-09-18,"WWF Monday Night RAW #126",2.5,0,"raw",1995,9
1995-09-11,"WWF Monday Night RAW #125",2.2,0,"raw",1995,9
1995-08-21,"WWF Monday Night RAW #124",3.2,0,"raw",1995,8
1995-08-14,"WWF Monday Night RAW #123",3.4,0,"raw",1995,8
1995-08-07,"WWF Monday Night RAW #122",3.2,0,"raw",1995,8
1995-07-31,"WWF Monday Night RAW #121",3.4,0,"raw",1995,7
1995-07-24,"WWF Monday Night RAW #120",3.8,0,"raw",1995,7
1995-07-17,"WWF Monday Night RAW #119",3.1,0,"raw",1995,7
1995-07-03,"WWF Monday Night RAW #117",2.7,0,"raw",1995,7
1995-06-26,"WWF Monday Night RAW #116",3.4,0,"raw",1995,6
1995-05-29,"WWF Monday Night RAW #112",3.9,0,"raw",1995,5
1995-05-22,"WWF Monday Night RAW #111",3.3,0,"raw",1995,5
1995-05-15,"WWF Monday Night RAW #110",3.5,0,"raw",1995,5
1995-05-08,"WWF Monday Night RAW #109",3.1,0,"raw",1995,5
1995-05-01,"WWF Monday Night RAW #108",3.6,0,"raw",1995,5
1995-04-24,"WWF Monday Night RAW #107",3.9,0,"raw",1995,4
1995-04-17,"WWF Monday Night RAW #106",3.4,0,"raw",1995,4
1995-04-10,"WWF Monday Night RAW #105",3.7,0,"raw",1995,4
1995-04-03,"WWF Monday Night RAW #104",3.5,0,"raw",1995,4
1995-03-27,"WWF Monday Night RAW #103",3.2,0,"raw",1995,3
1995-03-20,"WWF Monday Night RAW #102",3.1,0,"raw",1995,3
1995-02-20,"WWF Monday Night RAW #98",2.9,0,"raw",1995,2
1995-02-06,"WWF Monday Night RAW #97",2.8,0,"raw",1995,2
1995-01-30,"WWF Monday Night RAW #96",3,0,"raw",1995,1
1995-01-23,"WWF Monday Night RAW #95",2.7,0,"raw",1995,1
1995-01-16,"WWF Monday Night RAW #94",2.6,0,"raw",1995,1
1995-01-09,"WWF Monday Night RAW #93",2.8,0,"raw",1995,1
1994-01-24,"WWF Monday Night RAW #49",3.5,0,"raw",1994,1
1994-01-17,"WWF Monday Night RAW #48",3.6,0,"raw",1994,1
1994-01-10,"WWF Monday Night RAW #47",3.4,0,"raw",1994,1
1993-01-11,"WWF Monday Night RAW #1",2.5,0,"raw",1993,1
2017-01-31,"WWE SmackDown Live #912",0,2817000,"smackdown",2017,1
2017-01-24,"WWE SmackDown Live #911",0,2556000,"smackdown",2017,1
2017-01-10,"WWE SmackDown Live #909",0,2533000,"smackdown",2017,1
2017-01-03,"WWE SmackDown Live #908",0,2596000,"smackdown",2017,1
2016-12-27,"WWE SmackDown Live #907",0,2885000,"smackdown",2016,12
2016-12-20,"WWE SmackDown Live #906",0,2637000,"smackdown",2016,12
2016-12-13,"WWE SmackDown Live #905",0,2361000,"smackdown",2016,12
2016-12-06,"WWE SmackDown Live #904",0,2479000,"smackdown",2016,12
2016-11-29,"WWE SmackDown Live #903",0,2576000,"smackdown",2016,11
2016-11-22,"WWE SmackDown Live #902",0,2505000,"smackdown",2016,11
2016-11-15,"WWE SmackDown Live #901",0,2725000,"smackdown",2016,11
2016-11-08,"WWE SmackDown Live #900",0,1921000,"smackdown",2016,11
2016-11-01,"WWE SmackDown Live #899",0,2187000,"smackdown",2016,11
2016-10-25,"WWE SmackDown Live #898",0,2127000,"smackdown",2016,10
2016-10-18,"WWE SmackDown Live #897",1.71,2405000,"smackdown",2016,10
2016-10-11,"WWE SmackDown Live #896",0,2448000,"smackdown",2016,10
2016-10-04,"WWE SmackDown Live #895",0,2316000,"smackdown",2016,10
2016-09-27,"WWE SmackDown Live #894",0,2340000,"smackdown",2016,9
2016-09-20,"WWE SmackDown Live #893",1.7,2292000,"smackdown",2016,9
2016-09-13,"WWE SmackDown Live #892",0,2658000,"smackdown",2016,9
2016-09-06,"WWE SmackDown Live #891",0,2454000,"smackdown",2016,9
2016-08-30,"WWE SmackDown Live #890",1.95,2835000,"smackdown",2016,8
2016-08-23,"WWE SmackDown Live #889",1.92,2714000,"smackdown",2016,8
2016-08-16,"WWE SmackDown Live #888",1.72,2471000,"smackdown",2016,8
2016-08-09,"WWE SmackDown Live #887",1.69,2455000,"smackdown",2016,8
2016-08-02,"WWE SmackDown Live #886",1.86,2681000,"smackdown",2016,8
2016-07-26,"WWE SmackDown Live #885",1.92,2743000,"smackdown",2016,7
2016-07-19,"WWE SmackDown Live #884",0,3170000,"smackdown",2016,7
2016-07-14,"WWE SmackDown #883",0,2068000,"smackdown",2016,7
2016-07-07,"WWE SmackDown #882",0,2241000,"smackdown",2016,7
2016-06-30,"WWE SmackDown #881",0,2080000,"smackdown",2016,6
2016-06-23,"WWE SmackDown #880",1.58,2145000,"smackdown",2016,6
2016-06-16,"WWE SmackDown #879",1.56,2073000,"smackdown",2016,6
2016-06-09,"WWE SmackDown #878",1.51,1996000,"smackdown",2016,6
2016-06-02,"WWE SmackDown #877",1.59,2169000,"smackdown",2016,6
2016-05-26,"WWE SmackDown #876",1.57,2112000,"smackdown",2016,5
2016-05-19,"WWE SmackDown #875",1.62,2295000,"smackdown",2016,5
2016-05-12,"WWE SmackDown #874",1.59,2262000,"smackdown",2016,5
2016-05-05,"WWE SmackDown #873",1.65,2346000,"smackdown",2016,5
2016-04-28,"WWE SmackDown #872",1.54,2109000,"smackdown",2016,4
2016-04-21,"WWE SmackDown #871",1.71,2431000,"smackdown",2016,4
2016-04-14,"WWE SmackDown #870",1.7,2355000,"smackdown",2016,4
2016-04-07,"WWE SmackDown #869",1.75,2444000,"smackdown",2016,4
2016-03-31,"WWE SmackDown #868",1.66,2328000,"smackdown",2016,3
2016-03-24,"WWE SmackDown #867",0,2501000,"smackdown",2016,3
2016-03-17,"WWE SmackDown #866",0,2260000,"smackdown",2016,3
2016-03-10,"WWE SmackDown #865",0,2186000,"smackdown",2016,3
2016-03-03,"WWE SmackDown #864",0,2491000,"smackdown",2016,3
2016-02-25,"WWE SmackDown #863",0,2395000,"smackdown",2016,2
2016-02-18,"WWE SmackDown #862",1.76,2458000,"smackdown",2016,2
2016-02-11,"WWE SmackDown #861",1.72,2414000,"smackdown",2016,2
2016-02-04,"WWE SmackDown #860",1.86,2664000,"smackdown",2016,2
2016-01-28,"WWE SmackDown #859",1.87,2720000,"smackdown",2016,1
2016-01-21,"WWE SmackDown #858",1.87,2757000,"smackdown",2016,1
2016-01-14,"WWE SmackDown #857",1.68,2332000,"smackdown",2016,1
2016-01-07,"WWE SmackDown #856",1.93,2757000,"smackdown",2016,1
2015-12-31,"WWE SmackDown #855",1.15,1658000,"smackdown",2015,12
2015-12-22,"WWE SmackDown #854 - SuperSmackDown LIVE!",1.53,2264000,"smackdown",2015,12
2015-12-17,"WWE SmackDown #853",1.68,2332000,"smackdown",2015,12
2015-12-10,"WWE SmackDown #852",1.55,2133000,"smackdown",2015,12
2015-12-03,"WWE SmackDown #851",1.49,2044000,"smackdown",2015,12
2015-11-26,"WWE SmackDown #850",1.15,1652000,"smackdown",2015,11
2015-11-19,"WWE SmackDown #849",1.64,2229000,"smackdown",2015,11
2015-11-12,"WWE SmackDown #848",1.62,2294000,"smackdown",2015,11
2015-11-05,"WWE SmackDown #847",1.5,2123000,"smackdown",2015,11
2015-10-29,"WWE SmackDown #846",1.5,2171000,"smackdown",2015,10
2015-10-22,"WWE SmackDown #845",1.62,2204000,"smackdown",2015,10
2015-10-15,"WWE SmackDown #844",1.55,2090000,"smackdown",2015,10
2015-10-08,"WWE SmackDown #843",1.57,2147000,"smackdown",2015,10
2015-10-01,"WWE SmackDown #842",1.57,2132000,"smackdown",2015,10
2015-09-24,"WWE SmackDown #841",1.61,2138000,"smackdown",2015,9
2015-09-17,"WWE SmackDown #840",1.49,2083000,"smackdown",2015,9
2015-09-10,"WWE SmackDown #839",1.54,2040000,"smackdown",2015,9
2015-09-03,"WWE SmackDown #838",1.42,1981000,"smackdown",2015,9
2015-08-27,"WWE SmackDown #837",1.62,2195000,"smackdown",2015,8
2015-08-20,"WWE SmackDown #836",1.7,2434000,"smackdown",2015,8
2015-08-13,"WWE SmackDown #835",1.57,2083000,"smackdown",2015,8
2015-08-06,"WWE SmackDown #834",1.7,2405000,"smackdown",2015,8
2015-07-30,"WWE SmackDown #833",1.77,2443000,"smackdown",2015,7
2015-07-23,"WWE SmackDown #832",1.79,2353000,"smackdown",2015,7
2015-07-16,"WWE SmackDown #831",1.63,2153000,"smackdown",2015,7
2015-07-09,"WWE SmackDown #830",1.69,2388000,"smackdown",2015,7
2015-07-02,"WWE SmackDown #829",1.6,2265000,"smackdown",2015,7
2015-06-25,"WWE SmackDown #828",1.76,2496000,"smackdown",2015,6
2015-06-18,"WWE SmackDown #827",1.79,2466000,"smackdown",2015,6
2015-06-11,"WWE SmackDown #826",1.81,2611000,"smackdown",2015,6
2015-06-04,"WWE SmackDown #825",1.7,2350000,"smackdown",2015,6
2015-05-28,"WWE SmackDown #824",1.84,2574000,"smackdown",2015,5
2015-05-21,"WWE SmackDown #823",1.81,2589000,"smackdown",2015,5
2015-05-14,"WWE SmackDown #822",1.79,2528000,"smackdown",2015,5
2015-05-07,"WWE SmackDown #821",1.86,2575000,"smackdown",2015,5
2015-04-30,"WWE SmackDown #820",1.62,2338000,"smackdown",2015,4
2015-04-23,"WWE SmackDown #819",1.92,2642000,"smackdown",2015,4
2015-04-16,"WWE SmackDown #818",1.7,2450000,"smackdown",2015,4
2015-04-09,"WWE SmackDown #817",1.88,2631000,"smackdown",2015,4
2015-04-02,"WWE SmackDown #816",1.94,2743000,"smackdown",2015,4
2015-03-26,"WWE SmackDown #815",1.86,2506000,"smackdown",2015,3
2015-03-19,"WWE SmackDown #814",1.91,2595000,"smackdown",2015,3
2015-03-12,"WWE SmackDown #813",1.83,2573000,"smackdown",2015,3
2015-03-05,"WWE SmackDown #812",1.94,2694000,"smackdown",2015,3
2015-02-26,"WWE SmackDown #811",1.86,2624000,"smackdown",2015,2
2015-02-19,"WWE SmackDown #810",1.77,2403000,"smackdown",2015,2
2015-02-12,"WWE SmackDown #809",1.94,2596000,"smackdown",2015,2
2015-02-05,"WWE SmackDown #808",1.76,2441000,"smackdown",2015,2
2015-01-29,"WWE SmackDown #807",2.06,2952000,"smackdown",2015,1
2015-01-22,"WWE SmackDown #806",1.97,2814000,"smackdown",2015,1
2015-01-15,"WWE SmackDown #805",1.91,2675000,"smackdown",2015,1
2015-01-09,"WWE SmackDown #804",1.68,2432000,"smackdown",2015,1
2015-01-02,"WWE SmackDown #803",1.81,2582000,"smackdown",2015,1
2014-12-26,"WWE SmackDown #802",1.81,2490000,"smackdown",2014,12
2014-12-16,"WWE SuperSmackDown LIVE! #801",1.51,2027000,"smackdown",2014,12
2014-12-12,"WWE SmackDown #800",1.74,2531000,"smackdown",2014,12
2014-12-05,"WWE SmackDown #799",1.74,2494000,"smackdown",2014,12
2014-11-28,"WWE SmackDown #798",2.09,3054000,"smackdown",2014,11
2014-11-21,"WWE SmackDown #797",2.11,2878000,"smackdown",2014,11
2014-11-14,"WWE SmackDown #796",1.93,2715000,"smackdown",2014,11
2014-11-07,"WWE SmackDown #795",1.86,2425000,"smackdown",2014,11
2014-10-31,"WWE SmackDown #794",1.64,2213000,"smackdown",2014,10
2014-10-24,"WWE SmackDown #793",1.67,2279000,"smackdown",2014,10
2014-10-17,"WWE SmackDown #792",1.96,2694000,"smackdown",2014,10
2014-10-10,"WWE SmackDown #791 - 15th Anniversary Show",1.94,2671000,"smackdown",2014,10
2014-10-03,"WWE SmackDown #790",2.02,2749000,"smackdown",2014,10
2014-09-26,"WWE SmackDown #789",1.74,2318000,"smackdown",2014,9
2014-09-19,"WWE SmackDown #788",1.86,2631000,"smackdown",2014,9
2014-09-12,"WWE SmackDown #787",1.95,2821000,"smackdown",2014,9
2014-09-05,"WWE SmackDown #786",2.02,2758000,"smackdown",2014,9
2014-08-29,"WWE SmackDown #785",1.95,2730000,"smackdown",2014,8
2014-08-22,"WWE SmackDown #784",1.79,2461000,"smackdown",2014,8
2014-08-15,"WWE SmackDown #783",1.88,2564000,"smackdown",2014,8
2014-08-08,"WWE SmackDown #782",1.89,2642000,"smackdown",2014,8
2014-08-01,"WWE SmackDown #781",1.91,2713000,"smackdown",2014,8
2014-07-25,"WWE SmackDown #780",2.01,2720000,"smackdown",2014,7
2014-07-18,"WWE SmackDown #779",1.95,2885000,"smackdown",2014,7
2014-07-11,"WWE SmackDown #778",1.78,2540000,"smackdown",2014,7
2014-07-04,"WWE SmackDown #777",1.37,1881000,"smackdown",2014,7
2014-06-27,"WWE SmackDown #776",2.02,2966000,"smackdown",2014,6
2014-06-20,"WWE SmackDown #775",1.84,2762000,"smackdown",2014,6
2014-06-13,"WWE SmackDown #774",1.7,2322000,"smackdown",2014,6
2014-06-06,"WWE SmackDown #773",1.96,2782000,"smackdown",2014,6
2014-05-30,"WWE SmackDown #772",1.76,2437000,"smackdown",2014,5
2014-05-23,"WWE SmackDown #771",1.87,2580000,"smackdown",2014,5
2014-05-16,"WWE SmackDown #770",1.77,2485000,"smackdown",2014,5
2014-05-09,"WWE SmackDown #769",1.69,2276000,"smackdown",2014,5
2014-05-02,"WWE SmackDown #768",1.67,2271000,"smackdown",2014,5
2014-04-25,"WWE SmackDown #767",1.77,2670000,"smackdown",2014,4
2014-04-18,"WWE SmackDown #766",1.96,2757000,"smackdown",2014,4
2014-04-11,"WWE SmackDown #765",1.93,2717000,"smackdown",2014,4
2014-04-04,"WWE SmackDown #764",1.92,2712000,"smackdown",2014,4
2014-03-28,"WWE SmackDown #763",2.08,3057000,"smackdown",2014,3
2014-03-21,"WWE SmackDown #762",1.9,2597000,"smackdown",2014,3
2014-03-14,"WWE SmackDown #761",1.98,2801000,"smackdown",2014,3
2014-03-07,"WWE SmackDown #760",2.16,3142000,"smackdown",2014,3
2014-02-28,"WWE SmackDown #759",2.05,2796000,"smackdown",2014,2
2014-02-21,"WWE SmackDown #758",1.95,2729000,"smackdown",2014,2
2014-02-14,"WWE SmackDown #757",1.98,2831000,"smackdown",2014,2
2014-02-07,"WWE SmackDown #756",2.15,3201000,"smackdown",2014,2
2014-01-31,"WWE SmackDown #755",2.18,3027000,"smackdown",2014,1
2014-01-24,"WWE SmackDown #754",2.15,3029000,"smackdown",2014,1
2014-01-17,"WWE SmackDown #753",2.11,2916000,"smackdown",2014,1
2014-01-10,"WWE SmackDown #752",1.96,2818000,"smackdown",2014,1
2014-01-03,"WWE SmackDown #751",1.88,2616000,"smackdown",2014,1
2013-12-27,"WWE SmackDown #750",1.99,2852000,"smackdown",2013,12
2013-12-20,"WWE SmackDown #749",1.91,2724000,"smackdown",2013,12
2013-12-13,"WWE SmackDown #748",1.94,2686000,"smackdown",2013,12
2013-12-06,"WWE SmackDown #747",1.98,2837000,"smackdown",2013,12
2013-11-29,"WWE SmackDown #746",1.86,2641000,"smackdown",2013,11
2013-11-22,"WWE SmackDown #745",2.15,3106000,"smackdown",2013,11
2013-11-15,"WWE SmackDown #744",1.9,2684000,"smackdown",2013,11
2013-11-08,"WWE SmackDown #743",2.08,2946000,"smackdown",2013,11
2013-11-01,"WWE SmackDown #742",1.9,2730000,"smackdown",2013,11
2013-10-25,"WWE SmackDown #741",1.94,2681000,"smackdown",2013,10
2013-10-18,"WWE SmackDown #740",1.83,2640000,"smackdown",2013,10
2013-10-11,"WWE SmackDown #739",1.82,2453000,"smackdown",2013,10
2013-10-04,"WWE SmackDown #738",1.83,2513000,"smackdown",2013,10
2013-09-27,"WWE SmackDown #737",1.89,2631000,"smackdown",2013,9
2013-09-20,"WWE SmackDown #736",1.93,2602000,"smackdown",2013,9
2013-09-13,"WWE SmackDown #735",1.96,2827000,"smackdown",2013,9
2013-09-06,"WWE SmackDown #734",1.88,2467000,"smackdown",2013,9
2013-08-30,"WWE SmackDown #733",1.93,2794000,"smackdown",2013,8
2013-08-23,"WWE SmackDown #732",1.9,2572000,"smackdown",2013,8
2013-08-16,"WWE SmackDown #731",1.83,240000,"smackdown",2013,8
2013-08-09,"WWE SmackDown #730",1.9,2490000,"smackdown",2013,8
2013-08-02,"WWE SmackDown #729",1.99,2746000,"smackdown",2013,8
2013-07-26,"WWE SmackDown #728",1.92,2650000,"smackdown",2013,7
2013-07-19,"WWE SmackDown #727",1.85,2577000,"smackdown",2013,7
2013-07-12,"WWE SmackDown #726",1.71,2275000,"smackdown",2013,7
2013-07-05,"WWE SmackDown #725",1.69,2383000,"smackdown",2013,7
2013-06-28,"WWE SmackDown #724",1.77,2259000,"smackdown",2013,6
2013-06-21,"WWE SmackDown #723",1.71,2280000,"smackdown",2013,6
2013-06-14,"WWE SmackDown #722",1.66,2317000,"smackdown",2013,6
2013-06-07,"WWE SmackDown #721",1.91,2626000,"smackdown",2013,6
2013-05-31,"WWE SmackDown #720",1.85,2410000,"smackdown",2013,5
2013-05-24,"WWE SmackDown #719",1.86,2465000,"smackdown",2013,5
2013-05-17,"WWE SmackDown #718",1.78,2435000,"smackdown",2013,5
2013-05-10,"WWE SmackDown #717",1.86,2530000,"smackdown",2013,5
2013-05-03,"WWE SmackDown #716",1.82,2471000,"smackdown",2013,5
2013-04-26,"WWE SmackDown #715",1.96,2751000,"smackdown",2013,4
2013-04-19,"WWE SmackDown #714",1.92,2590000,"smackdown",2013,4
2013-04-12,"WWE SmackDown #713",1.91,2844000,"smackdown",2013,4
2013-04-05,"WWE SmackDown #712",1.82,2524000,"smackdown",2013,4
2013-03-29,"WWE SmackDown #711",2,2851000,"smackdown",2013,3
2013-03-22,"WWE SmackDown #710",2.11,2990000,"smackdown",2013,3
2013-03-15,"WWE SmackDown #709",1.82,2395000,"smackdown",2013,3
2013-03-08,"WWE SmackDown #708",2.09,2840000,"smackdown",2013,3
2013-03-01,"WWE Social Media SmackDown #707",1.96,2818000,"smackdown",2013,3
2013-02-22,"WWE SmackDown #706",2.03,2890000,"smackdown",2013,2
2013-02-15,"WWE SmackDown #705",1.96,2682000,"smackdown",2013,2
2013-02-08,"WWE SmackDown #704",2.16,3190000,"smackdown",2013,2
2013-02-01,"WWE SmackDown #703",2.03,2973000,"smackdown",2013,2
2013-01-25,"WWE SmackDown #702",2.08,3029000,"smackdown",2013,1
2013-01-18,"WWE SmackDown #701",2.03,2884000,"smackdown",2013,1
2013-01-11,"WWE SmackDown #700",2.2,3130000,"smackdown",2013,1
2013-01-04,"WWE SmackDown #699",1.8,2721000,"smackdown",2013,1
2012-12-28,"WWE SmackDown #698",1.86,2660000,"smackdown",2012,12
2012-12-18,"WWE SmackDown #697",2.29,3330000,"smackdown",2012,12
2012-12-14,"WWE SmackDown #696",1.7,2633000,"smackdown",2012,12
2012-12-07,"WWE SmackDown #695",1.81,2459000,"smackdown",2012,12
2012-11-30,"WWE SmackDown #694",1.8,2531000,"smackdown",2012,11
2012-11-23,"WWE SmackDown #693",1.8,2572000,"smackdown",2012,11
2012-11-16,"WWE SmackDown #692",1.92,2807000,"smackdown",2012,11
2012-11-06,"WWE SmackDown #691",1.52,2202000,"smackdown",2012,11
2012-11-02,"WWE SmackDown #690",2,2878000,"smackdown",2012,11
2012-10-26,"WWE SmackDown #689",1.93,2820000,"smackdown",2012,10
2012-10-19,"WWE SmackDown #688",2.03,2933000,"smackdown",2012,10
2012-10-12,"WWE SmackDown #687",1.83,2570000,"smackdown",2012,10
2012-10-05,"WWE SmackDown #686",1.74,2387000,"smackdown",2012,10
2012-09-28,"WWE SmackDown #685",1.83,2630000,"smackdown",2012,9
2012-09-21,"WWE SmackDown #684",1.95,2861000,"smackdown",2012,9
2012-09-14,"WWE SmackDown #683",1.96,2690000,"smackdown",2012,9
2012-09-07,"WWE SmackDown #682",1.95,2954000,"smackdown",2012,9
2012-08-31,"WWE SmackDown #681",1.89,2660000,"smackdown",2012,8
2012-08-24,"WWE SmackDown #680",1.89,2587000,"smackdown",2012,8
2012-08-17,"WWE SmackDown #679",1.92,2612000,"smackdown",2012,8
2012-08-10,"WWE SmackDown #678",1.89,2728000,"smackdown",2012,8
2012-08-03,"WWE SmackDown #677",1.91,2783000,"smackdown",2012,8
2012-07-27,"WWE SmackDown #676",1.92,2384000,"smackdown",2012,7
2012-07-20,"WWE SmackDown #675",2.04,2964000,"smackdown",2012,7
2012-07-13,"WWE SmackDown #674",1.8,2500000,"smackdown",2012,7
2012-07-03,"WWE SmackDown #673 - The Great American Bash",1.7,2540000,"smackdown",2012,7
2012-06-29,"WWE SmackDown #672",1.82,2630000,"smackdown",2012,6
2012-06-22,"WWE SmackDown #671",2,2970000,"smackdown",2012,6
2012-06-15,"WWE SmackDown #670",1.75,2410000,"smackdown",2012,6
2012-06-08,"WWE SmackDown #669",1.73,2480000,"smackdown",2012,6
2012-06-01,"WWE SmackDown #668",1.73,2557000,"smackdown",2012,6
2012-05-25,"WWE SmackDown #667",1.84,2630000,"smackdown",2012,5
2012-05-18,"WWE SmackDown #666",1.8,2803000,"smackdown",2012,5
2012-05-11,"WWE SmackDown #665",1.7,2530000,"smackdown",2012,5
2012-05-04,"WWE SmackDown #664",1.92,2710000,"smackdown",2012,5
2012-04-27,"WWE SmackDown #663",1.74,2680000,"smackdown",2012,4
2012-04-20,"WWE SmackDown #662",1.8,2730000,"smackdown",2012,4
2012-04-10,"WWE SmackDown #661",1.52,2248000,"smackdown",2012,4
2012-04-06,"WWE SmackDown #660",1.93,2720000,"smackdown",2012,4
2012-03-30,"WWE SmackDown #659",1.77,2480000,"smackdown",2012,3
2012-03-23,"WWE SmackDown #658",1.82,2759000,"smackdown",2012,3
2012-03-16,"WWE SmackDown #657",1.92,2840000,"smackdown",2012,3
2012-03-09,"WWE SmackDown #656",2.12,3100000,"smackdown",2012,3
2012-03-02,"WWE SmackDown #655",1.97,2900000,"smackdown",2012,3
2012-02-21,"WWE SmackDown #654",1.67,2330000,"smackdown",2012,2
2012-02-17,"WWE SmackDown #653",1.95,2950000,"smackdown",2012,2
2012-02-10,"WWE SmackDown #652",2.17,3261000,"smackdown",2012,2
2012-02-03,"WWE SmackDown #651",2.19,3194000,"smackdown",2012,2
2012-01-27,"WWE SmackDown #650",2.11,3140000,"smackdown",2012,1
2012-01-20,"WWE SmackDown #649",2.18,3324000,"smackdown",2012,1
2012-01-13,"WWE SmackDown #648",2.21,3131000,"smackdown",2012,1
2012-01-06,"WWE SmackDown #647",1.8,2589000,"smackdown",2012,1
2011-12-30,"WWE SmackDown #646",1.93,2822000,"smackdown",2011,12
2011-12-23,"WWE SmackDown #645",1.97,2740000,"smackdown",2011,12
2011-12-16,"WWE SmackDown #644",1.99,2881000,"smackdown",2011,12
2011-12-09,"WWE SmackDown #643",2.21,3238000,"smackdown",2011,12
2011-11-29,"WWE SmackDown #642",2.12,3052000,"smackdown",2011,11
2011-11-25,"WWE SmackDown #641",1.89,2928000,"smackdown",2011,11
2011-11-18,"WWE SmackDown #640",1.99,2937000,"smackdown",2011,11
2011-11-11,"WWE SmackDown #639",1.98,2950000,"smackdown",2011,11
2011-11-04,"WWE SmackDown! #638",2.19,0,"smackdown",2011,11
2011-10-28,"WWE SmackDown! #637",1.93,0,"smackdown",2011,10
2011-10-21,"WWE SmackDown #636",2.18,0,"smackdown",2011,10
2011-10-14,"WWE SmackDown #635",2.26,0,"smackdown",2011,10
2011-09-30,"WWE SmackDown #633",1.95,0,"smackdown",2011,9
2011-09-23,"WWE SmackDown #632",2.15,0,"smackdown",2011,9
2011-09-16,"WWE SmackDown #631",1.78,0,"smackdown",2011,9
2011-08-30,"WWE SmackDown #629 - Super SmackDown",2.2,0,"smackdown",2011,8
2011-08-26,"WWE SmackDown #628",1.77,0,"smackdown",2011,8
2011-08-19,"WWE SmackDown #627",1.86,0,"smackdown",2011,8
2011-08-12,"WWE SmackDown #626",1.83,0,"smackdown",2011,8
2011-08-05,"WWE SmackDown #625",1.84,0,"smackdown",2011,8
2011-07-29,"WWE SmackDown #624",2.02,0,"smackdown",2011,7
2011-07-22,"WWE SmackDown #623",1.89,0,"smackdown",2011,7
2011-07-15,"WWE SmackDown #622",1.72,0,"smackdown",2011,7
2011-07-01,"WWE SmackDown #620",1.63,0,"smackdown",2011,7
2011-06-24,"WWE SmackDown #619",1.72,0,"smackdown",2011,6
2011-06-17,"WWE SmackDown #618",1.73,0,"smackdown",2011,6
2011-06-10,"WWE SmackDown #617",1.79,0,"smackdown",2011,6
2011-06-03,"WWE SmackDown #616",1.77,0,"smackdown",2011,6
2011-05-27,"WWE SmackDown #615",1.86,0,"smackdown",2011,5
2011-05-20,"WWE SmackDown #614",1.92,0,"smackdown",2011,5
2011-05-13,"WWE SmackDown #613",1.69,0,"smackdown",2011,5
2011-05-06,"WWE SmackDown #612",1.73,0,"smackdown",2011,5
2011-04-29,"WWE SmackDown #611",1.96,0,"smackdown",2011,4
2011-04-22,"WWE SmackDown #610",1.89,0,"smackdown",2011,4
2011-04-15,"WWE SmackDown #609",2.08,0,"smackdown",2011,4
2011-04-08,"WWE SmackDown #608",2.1,0,"smackdown",2011,4
2011-04-01,"WWE SmackDown #607",1.96,0,"smackdown",2011,4
2011-03-25,"WWE SmackDown #606",1.96,0,"smackdown",2011,3
2011-03-18,"WWE SmackDown #605",2.03,0,"smackdown",2011,3
2011-03-11,"WWE SmackDown #604",1.93,0,"smackdown",2011,3
2011-03-04,"WWE SmackDown #603",2,0,"smackdown",2011,3
2011-02-25,"WWE SmackDown #602",2.31,0,"smackdown",2011,2
2011-02-18,"WWE SmackDown #601",2.03,0,"smackdown",2011,2
2011-02-11,"WWE SmackDown #600",1.79,0,"smackdown",2011,2
2011-02-04,"WWE SmackDown #599",1.97,0,"smackdown",2011,2
2011-01-28,"WWE SmackDown #598",2.01,0,"smackdown",2011,1
2011-01-21,"WWE SmackDown #597",2.07,0,"smackdown",2011,1
2011-01-14,"WWE SmackDown #596",1.92,0,"smackdown",2011,1
2011-01-07,"WWE SmackDown #595",1.95,0,"smackdown",2011,1
2010-12-31,"WWE SmackDown #594",1.43,0,"smackdown",2010,12
2010-12-21,"WWE SmackDown #593",2.54,0,"smackdown",2010,12
2010-12-17,"WWE SmackDown #592",1.76,0,"smackdown",2010,12
2010-12-10,"WWE SmackDown #591",1.67,0,"smackdown",2010,12
2010-12-03,"WWE SmackDown #590",1.71,0,"smackdown",2010,12
2010-11-26,"WWE SmackDown #589",1.56,0,"smackdown",2010,11
2010-11-19,"WWE SmackDown #588",1.73,0,"smackdown",2010,11
2010-11-12,"WWE SmackDown #587",1.76,0,"smackdown",2010,11
2010-11-05,"WWE SmackDown #586",1.8,0,"smackdown",2010,11
